module,sub_module,difficulty,question,option_A,option_B,option_C,option_D,answer,analysis
Web 应用与中间件安全,CSRF,中度+,防御 CSRF 攻击最有效的措施是？（第 861 题）,Token 校验,验证码,HTTPS,输入校验,A,CSRF Token 可以有效验证请求合法性
Web 应用与中间件安全,XSS 攻击,中度+,以下哪种场景最可能导致反射型 XSS？（第 862 题）,直接回显用户输入,对输入进行 HTML 转义,使用 CSP,服务端过滤脚本,A,未经过滤直接回显用户输入容易导致反射型 XSS
Web 应用与中间件安全,中间件安全,中度+,Redis 未设置密码可能导致的安全问题是？（第 863 题）,未授权访问,SQL 注入,XSS,CSRF,A,未授权访问是 Redis 常见安全问题
Web 应用与中间件安全,XSS 攻击,中度+,以下哪种场景最可能导致反射型 XSS？（第 864 题）,直接回显用户输入,对输入进行 HTML 转义,使用 CSP,服务端过滤脚本,A,未经过滤直接回显用户输入容易导致反射型 XSS
Web 应用与中间件安全,SQL 注入,中度+,以下哪种 SQL 拼接方式最容易产生注入漏洞？（第 865 题）,使用字符串拼接用户输入,使用预编译语句,使用 ORM 框架,使用存储过程,A,直接拼接用户输入是 SQL 注入的主要成因
Web 应用与中间件安全,Web 安全配置,中度+,以下哪项配置有助于防止 XSS？（第 866 题）,Content-Security-Policy,开启目录列表,关闭 HttpOnly,禁用 HTTPS,A,CSP 可限制脚本加载来源，降低 XSS 风险
Web 应用与中间件安全,CSRF,中度+,防御 CSRF 攻击最有效的措施是？（第 867 题）,Token 校验,验证码,HTTPS,输入校验,A,CSRF Token 可以有效验证请求合法性
Web 应用与中间件安全,SQL 注入,中度+,以下哪种 SQL 拼接方式最容易产生注入漏洞？（第 868 题）,使用字符串拼接用户输入,使用预编译语句,使用 ORM 框架,使用存储过程,A,直接拼接用户输入是 SQL 注入的主要成因
Web 应用与中间件安全,XSS 攻击,中度+,以下哪种场景最可能导致反射型 XSS？（第 869 题）,直接回显用户输入,对输入进行 HTML 转义,使用 CSP,服务端过滤脚本,A,未经过滤直接回显用户输入容易导致反射型 XSS
Web 应用与中间件安全,XSS 攻击,中度+,以下哪种场景最可能导致反射型 XSS？（第 870 题）,直接回显用户输入,对输入进行 HTML 转义,使用 CSP,服务端过滤脚本,A,未经过滤直接回显用户输入容易导致反射型 XSS
Web 应用与中间件安全,Web 安全配置,中度+,以下哪项配置有助于防止 XSS？（第 871 题）,Content-Security-Policy,开启目录列表,关闭 HttpOnly,禁用 HTTPS,A,CSP 可限制脚本加载来源，降低 XSS 风险
Web 应用与中间件安全,Web 安全配置,中度+,以下哪项配置有助于防止 XSS？（第 872 题）,Content-Security-Policy,开启目录列表,关闭 HttpOnly,禁用 HTTPS,A,CSP 可限制脚本加载来源，降低 XSS 风险
Web 应用与中间件安全,中间件安全,中度+,Redis 未设置密码可能导致的安全问题是？（第 873 题）,未授权访问,SQL 注入,XSS,CSRF,A,未授权访问是 Redis 常见安全问题
Web 应用与中间件安全,XSS 攻击,中度+,以下哪种场景最可能导致反射型 XSS？（第 874 题）,直接回显用户输入,对输入进行 HTML 转义,使用 CSP,服务端过滤脚本,A,未经过滤直接回显用户输入容易导致反射型 XSS
Web 应用与中间件安全,Web 安全配置,中度+,以下哪项配置有助于防止 XSS？（第 875 题）,Content-Security-Policy,开启目录列表,关闭 HttpOnly,禁用 HTTPS,A,CSP 可限制脚本加载来源，降低 XSS 风险
Web 应用与中间件安全,SQL 注入,中度+,以下哪种 SQL 拼接方式最容易产生注入漏洞？（第 876 题）,使用字符串拼接用户输入,使用预编译语句,使用 ORM 框架,使用存储过程,A,直接拼接用户输入是 SQL 注入的主要成因
Web 应用与中间件安全,XSS 攻击,中度+,以下哪种场景最可能导致反射型 XSS？（第 877 题）,直接回显用户输入,对输入进行 HTML 转义,使用 CSP,服务端过滤脚本,A,未经过滤直接回显用户输入容易导致反射型 XSS
Web 应用与中间件安全,Web 安全配置,中度+,以下哪项配置有助于防止 XSS？（第 878 题）,Content-Security-Policy,开启目录列表,关闭 HttpOnly,禁用 HTTPS,A,CSP 可限制脚本加载来源，降低 XSS 风险
Web 应用与中间件安全,SQL 注入,中度+,以下哪种 SQL 拼接方式最容易产生注入漏洞？（第 879 题）,使用字符串拼接用户输入,使用预编译语句,使用 ORM 框架,使用存储过程,A,直接拼接用户输入是 SQL 注入的主要成因
Web 应用与中间件安全,Web 安全配置,中度+,以下哪项配置有助于防止 XSS？（第 880 题）,Content-Security-Policy,开启目录列表,关闭 HttpOnly,禁用 HTTPS,A,CSP 可限制脚本加载来源，降低 XSS 风险
Web 应用与中间件安全,CSRF,中度+,防御 CSRF 攻击最有效的措施是？（第 881 题）,Token 校验,验证码,HTTPS,输入校验,A,CSRF Token 可以有效验证请求合法性
Web 应用与中间件安全,CSRF,中度+,防御 CSRF 攻击最有效的措施是？（第 882 题）,Token 校验,验证码,HTTPS,输入校验,A,CSRF Token 可以有效验证请求合法性
Web 应用与中间件安全,XSS 攻击,中度+,以下哪种场景最可能导致反射型 XSS？（第 883 题）,直接回显用户输入,对输入进行 HTML 转义,使用 CSP,服务端过滤脚本,A,未经过滤直接回显用户输入容易导致反射型 XSS
Web 应用与中间件安全,CSRF,中度+,防御 CSRF 攻击最有效的措施是？（第 884 题）,Token 校验,验证码,HTTPS,输入校验,A,CSRF Token 可以有效验证请求合法性
Web 应用与中间件安全,XSS 攻击,中度+,以下哪种场景最可能导致反射型 XSS？（第 885 题）,直接回显用户输入,对输入进行 HTML 转义,使用 CSP,服务端过滤脚本,A,未经过滤直接回显用户输入容易导致反射型 XSS
Web 应用与中间件安全,Web 安全配置,中度+,以下哪项配置有助于防止 XSS？（第 886 题）,Content-Security-Policy,开启目录列表,关闭 HttpOnly,禁用 HTTPS,A,CSP 可限制脚本加载来源，降低 XSS 风险
Web 应用与中间件安全,Web 安全配置,中度+,以下哪项配置有助于防止 XSS？（第 887 题）,Content-Security-Policy,开启目录列表,关闭 HttpOnly,禁用 HTTPS,A,CSP 可限制脚本加载来源，降低 XSS 风险
Web 应用与中间件安全,中间件安全,中度+,Redis 未设置密码可能导致的安全问题是？（第 888 题）,未授权访问,SQL 注入,XSS,CSRF,A,未授权访问是 Redis 常见安全问题
Web 应用与中间件安全,XSS 攻击,中度+,以下哪种场景最可能导致反射型 XSS？（第 889 题）,直接回显用户输入,对输入进行 HTML 转义,使用 CSP,服务端过滤脚本,A,未经过滤直接回显用户输入容易导致反射型 XSS
Web 应用与中间件安全,XSS 攻击,中度+,以下哪种场景最可能导致反射型 XSS？（第 890 题）,直接回显用户输入,对输入进行 HTML 转义,使用 CSP,服务端过滤脚本,A,未经过滤直接回显用户输入容易导致反射型 XSS
Web 应用与中间件安全,CSRF,中度+,防御 CSRF 攻击最有效的措施是？（第 891 题）,Token 校验,验证码,HTTPS,输入校验,A,CSRF Token 可以有效验证请求合法性
Web 应用与中间件安全,XSS 攻击,中度+,以下哪种场景最可能导致反射型 XSS？（第 892 题）,直接回显用户输入,对输入进行 HTML 转义,使用 CSP,服务端过滤脚本,A,未经过滤直接回显用户输入容易导致反射型 XSS
Web 应用与中间件安全,中间件安全,中度+,Redis 未设置密码可能导致的安全问题是？（第 893 题）,未授权访问,SQL 注入,XSS,CSRF,A,未授权访问是 Redis 常见安全问题
Web 应用与中间件安全,Web 安全配置,中度+,以下哪项配置有助于防止 XSS？（第 894 题）,Content-Security-Policy,开启目录列表,关闭 HttpOnly,禁用 HTTPS,A,CSP 可限制脚本加载来源，降低 XSS 风险
Web 应用与中间件安全,SQL 注入,中度+,以下哪种 SQL 拼接方式最容易产生注入漏洞？（第 895 题）,使用字符串拼接用户输入,使用预编译语句,使用 ORM 框架,使用存储过程,A,直接拼接用户输入是 SQL 注入的主要成因
Web 应用与中间件安全,SQL 注入,中度+,以下哪种 SQL 拼接方式最容易产生注入漏洞？（第 896 题）,使用字符串拼接用户输入,使用预编译语句,使用 ORM 框架,使用存储过程,A,直接拼接用户输入是 SQL 注入的主要成因
Web 应用与中间件安全,中间件安全,中度+,Redis 未设置密码可能导致的安全问题是？（第 897 题）,未授权访问,SQL 注入,XSS,CSRF,A,未授权访问是 Redis 常见安全问题
Web 应用与中间件安全,XSS 攻击,中度+,以下哪种场景最可能导致反射型 XSS？（第 898 题）,直接回显用户输入,对输入进行 HTML 转义,使用 CSP,服务端过滤脚本,A,未经过滤直接回显用户输入容易导致反射型 XSS
Web 应用与中间件安全,SQL 注入,中度+,以下哪种 SQL 拼接方式最容易产生注入漏洞？（第 899 题）,使用字符串拼接用户输入,使用预编译语句,使用 ORM 框架,使用存储过程,A,直接拼接用户输入是 SQL 注入的主要成因
Web 应用与中间件安全,XSS 攻击,中度+,以下哪种场景最可能导致反射型 XSS？（第 900 题）,直接回显用户输入,对输入进行 HTML 转义,使用 CSP,服务端过滤脚本,A,未经过滤直接回显用户输入容易导致反射型 XSS
Web 应用与中间件安全,Web 安全配置,中度+,以下哪项配置有助于防止 XSS？（第 901 题）,Content-Security-Policy,开启目录列表,关闭 HttpOnly,禁用 HTTPS,A,CSP 可限制脚本加载来源，降低 XSS 风险
Web 应用与中间件安全,中间件安全,中度+,Redis 未设置密码可能导致的安全问题是？（第 902 题）,未授权访问,SQL 注入,XSS,CSRF,A,未授权访问是 Redis 常见安全问题
Web 应用与中间件安全,CSRF,中度+,防御 CSRF 攻击最有效的措施是？（第 903 题）,Token 校验,验证码,HTTPS,输入校验,A,CSRF Token 可以有效验证请求合法性
Web 应用与中间件安全,CSRF,中度+,防御 CSRF 攻击最有效的措施是？（第 904 题）,Token 校验,验证码,HTTPS,输入校验,A,CSRF Token 可以有效验证请求合法性
Web 应用与中间件安全,Web 安全配置,中度+,以下哪项配置有助于防止 XSS？（第 905 题）,Content-Security-Policy,开启目录列表,关闭 HttpOnly,禁用 HTTPS,A,CSP 可限制脚本加载来源，降低 XSS 风险
Web 应用与中间件安全,XSS 攻击,中度+,以下哪种场景最可能导致反射型 XSS？（第 906 题）,直接回显用户输入,对输入进行 HTML 转义,使用 CSP,服务端过滤脚本,A,未经过滤直接回显用户输入容易导致反射型 XSS
Web 应用与中间件安全,中间件安全,中度+,Redis 未设置密码可能导致的安全问题是？（第 907 题）,未授权访问,SQL 注入,XSS,CSRF,A,未授权访问是 Redis 常见安全问题
Web 应用与中间件安全,CSRF,中度+,防御 CSRF 攻击最有效的措施是？（第 908 题）,Token 校验,验证码,HTTPS,输入校验,A,CSRF Token 可以有效验证请求合法性
Web 应用与中间件安全,SQL 注入,中度+,以下哪种 SQL 拼接方式最容易产生注入漏洞？（第 909 题）,使用字符串拼接用户输入,使用预编译语句,使用 ORM 框架,使用存储过程,A,直接拼接用户输入是 SQL 注入的主要成因
Web 应用与中间件安全,XSS 攻击,中度+,以下哪种场景最可能导致反射型 XSS？（第 910 题）,直接回显用户输入,对输入进行 HTML 转义,使用 CSP,服务端过滤脚本,A,未经过滤直接回显用户输入容易导致反射型 XSS
Web 应用与中间件安全,中间件安全,中度+,Redis 未设置密码可能导致的安全问题是？（第 911 题）,未授权访问,SQL 注入,XSS,CSRF,A,未授权访问是 Redis 常见安全问题
Web 应用与中间件安全,Web 安全配置,中度+,以下哪项配置有助于防止 XSS？（第 912 题）,Content-Security-Policy,开启目录列表,关闭 HttpOnly,禁用 HTTPS,A,CSP 可限制脚本加载来源，降低 XSS 风险
Web 应用与中间件安全,CSRF,中度+,防御 CSRF 攻击最有效的措施是？（第 913 题）,Token 校验,验证码,HTTPS,输入校验,A,CSRF Token 可以有效验证请求合法性
Web 应用与中间件安全,Web 安全配置,中度+,以下哪项配置有助于防止 XSS？（第 914 题）,Content-Security-Policy,开启目录列表,关闭 HttpOnly,禁用 HTTPS,A,CSP 可限制脚本加载来源，降低 XSS 风险
Web 应用与中间件安全,XSS 攻击,中度+,以下哪种场景最可能导致反射型 XSS？（第 915 题）,直接回显用户输入,对输入进行 HTML 转义,使用 CSP,服务端过滤脚本,A,未经过滤直接回显用户输入容易导致反射型 XSS
Web 应用与中间件安全,CSRF,中度+,防御 CSRF 攻击最有效的措施是？（第 916 题）,Token 校验,验证码,HTTPS,输入校验,A,CSRF Token 可以有效验证请求合法性
Web 应用与中间件安全,中间件安全,中度+,Redis 未设置密码可能导致的安全问题是？（第 917 题）,未授权访问,SQL 注入,XSS,CSRF,A,未授权访问是 Redis 常见安全问题
Web 应用与中间件安全,中间件安全,中度+,Redis 未设置密码可能导致的安全问题是？（第 918 题）,未授权访问,SQL 注入,XSS,CSRF,A,未授权访问是 Redis 常见安全问题
Web 应用与中间件安全,SQL 注入,中度+,以下哪种 SQL 拼接方式最容易产生注入漏洞？（第 919 题）,使用字符串拼接用户输入,使用预编译语句,使用 ORM 框架,使用存储过程,A,直接拼接用户输入是 SQL 注入的主要成因
Web 应用与中间件安全,CSRF,中度+,防御 CSRF 攻击最有效的措施是？（第 920 题）,Token 校验,验证码,HTTPS,输入校验,A,CSRF Token 可以有效验证请求合法性
Web 应用与中间件安全,Web 安全配置,中度+,以下哪项配置有助于防止 XSS？（第 921 题）,Content-Security-Policy,开启目录列表,关闭 HttpOnly,禁用 HTTPS,A,CSP 可限制脚本加载来源，降低 XSS 风险
